                 STARTED     PID    PPID USER     CMD
Fri Jun  6 23:01:43 2025 2992680       1 wazuh-i+ /usr/share/wazuh-indexer/jdk/bin/java -Xshare:auto -Dopensearch.networkaddress.cache.ttl=60 -Dopensearch.networkaddress.cache.negative.ttl=10 -XX:+AlwaysPreTouch -Xss1m -Djava.awt.headless=true -Dfile.encoding=UTF-8 -Djna.nosys=true -XX:-OmitStackTraceInFastThrow -XX:+ShowCodeDetailsInExceptionMessages -Dio.netty.noUnsafe=true -Dio.netty.noKeySetOptimization=true -Dio.netty.recycler.maxCapacityPerThread=0 -Dio.netty.allocator.numDirectArenas=0 -Dlog4j.shutdownHookEnabled=false -Dlog4j2.disable.jmx=true -Djava.security.manager=allow -Djava.locale.providers=SPI,COMPAT -Xms1024m -Xmx1024m -XX:+UseG1GC -XX:G1ReservePercent=25 -XX:InitiatingHeapOccupancyPercent=30 -Djava.io.tmpdir=/var/lib/wazuh-indexer/tmp -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/var/lib/wazuh-indexer -XX:ErrorFile=/var/log/wazuh-indexer/hs_err_pid%p.log -Xlog:gc*,gc+age=trace,safepoint:file=/var/log/wazuh-indexer/gc.log:utctime,pid,tags:filecount=32,filesize=64m -Djava.security.manager=allow -Djava.util.concurrent.ForkJoinPool.common.threadFactory=org.opensearch.secure_sm.SecuredForkJoinWorkerThreadFactory -Dclk.tck=100 -Djdk.attach.allowAttachSelf=true -Djava.security.policy=file:///etc/wazuh-indexer/opensearch-performance-analyzer/opensearch_security.policy --add-opens=jdk.attach/sun.tools.attach=ALL-UNNAMED -XX:MaxDirectMemorySize=536870912 -Dopensearch.path.home=/usr/share/wazuh-indexer -Dopensearch.path.conf=/etc/wazuh-indexer -Dopensearch.distribution.type=deb -Dopensearch.bundled_jdk=true -cp /usr/share/wazuh-indexer/lib/* org.opensearch.bootstrap.OpenSearch -p /run/wazuh-indexer/wazuh-indexer.pid --quiet
Sat Jun  7 09:13:31 2025 3620634   20734 aiegoo   /usr/lib/virtualbox/VirtualBoxVM --comment TargetPC_default_1748692326668_39458 --startvm 3806bdb9-ac44-4fa8-8a77-356607623c71 --no-startvm-errormsgbox
Sat Jun  7 09:14:50 2025 3622001   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6873 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=311177228624 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Sat Jun  7 09:25:02 2025 3633226   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6892 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=311789761490 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Sat Jun  7 09:28:59 2025 3636952   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6896 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=312026785650 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Sat Jun  7 09:29:03 2025 3637067   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6899 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=312030058319 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Sat Jun  7 10:30:02 2025 3699485   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6978 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=315689754350 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Sat Jun  7 10:42:13 2025 3712557   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6999 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=316420577986 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Sat Jun  7 10:58:50 2025 3729905 1656461 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=renderer --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=600 --time-ticks-at-unix-epoch=-1748944113969315 --launch-time-ticks=317417754099 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17423955168789594170,11283867363934569792,262144 --disable-features=TFLiteLanguageDetectionEnabled --variations-seed-version
Sat Jun  7 10:58:51 2025 3729913 1656461 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=renderer --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=601 --time-ticks-at-unix-epoch=-1748944113969315 --launch-time-ticks=317418162336 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17423955168789594170,11283867363934569792,262144 --disable-features=TFLiteLanguageDetectionEnabled --variations-seed-version
Sat Jun  7 17:14:34 2025 4116149   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7533 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=339961829092 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Sat Jun  7 18:09:30 2025 4172326   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7606 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=343257117542 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Sat Jun  7 18:09:34 2025 4172465   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --extension-process --init-isolate-as-foreground --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7609 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=343261663485 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Sat Jun  7 18:09:34 2025 4172485   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --pdf-renderer --lang=en-US --js-flags=--jitless --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7610 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=343261771434 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Sat Jun  7 18:45:17 2025   15974    6146 aiegoo   /usr/bin/anydesk --frontend
Sat Jun  7 23:02:54 2025  282642    2911 aiegoo   /usr/lib/libreoffice/program/oosplash --writer file:///home/aiegoo/Downloads/how%20to%20install%20wazuh%20agent.docx
Sat Jun  7 23:02:54 2025  282659  282642 aiegoo   /usr/lib/libreoffice/program/soffice.bin --writer file:///home/aiegoo/Downloads/how%20to%20install%20wazuh%20agent.docx --splash-pipe=5
Sun Jun  8 00:00:00 2025  341071       1 root     /usr/sbin/cupsd -l
Sun Jun  8 00:00:01 2025  341073  341071 lp       /usr/lib/cups/notifier/dbus dbus://
Sun Jun  8 00:00:01 2025  341075       1 cups-br+ /usr/sbin/cups-browsed
Sun Jun  8 06:47:11 2025  757962    2911 aiegoo   /usr/bin/python3 /usr/bin/update-manager --no-update --no-focus-on-map
Sun Jun  8 10:52:43 2025 1008219       2 root     [kworker/1:1-cgroup_destroy]
Sun Jun  8 11:20:00 2025 1035402       2 root     [kworker/4:0-cgroup_destroy]
Sun Jun  8 11:21:52 2025 1037941       2 root     [kworker/u32:4-flush-8:0]
Sun Jun  8 11:48:53 2025 1065449    3706 root     sleep 3600
Sun Jun  8 11:54:08 2025 1070475       2 root     [kworker/u32:1-events_power_efficient]
Sun Jun  8 12:01:11 2025 1078514       2 root     [kworker/6:2-events]
Sun Jun  8 12:03:02 2025 1080267       2 root     [kworker/2:1-cgroup_destroy]
Sun Jun  8 12:04:53 2025 1082008       2 root     [kworker/3:2-events]
Sun Jun  8 12:06:07 2025 1083210       2 root     [kworker/7:1-cgroup_destroy]
Sun Jun  8 12:07:39 2025 1084653       2 root     [kworker/1:0-cgroup_destroy]
Sun Jun  8 12:08:00 2025 1084997 2727880 postfix  cleanup -z -t unix -u -c
Sun Jun  8 12:08:00 2025 1084998 2727880 postfix  local -t unix
Sun Jun  8 12:08:16 2025 1085255       2 root     [kworker/6:0-cgroup_destroy]
Sun Jun  8 12:09:06 2025 1086038       2 root     [kworker/5:2-events]
Sun Jun  8 12:10:15 2025 1087134       2 root     [kworker/u32:5-events_unbound]
Sun Jun  8 12:10:25 2025 1087317       2 root     [kworker/2:2-events]
Sun Jun  8 12:12:00 2025 1088825 2727880 postfix  pickup -l -t unix -u -c
Sun Jun  8 12:12:00 2025 1088826 2727880 postfix  trivial-rewrite -n rewrite -t unix -u -c
Sun Jun  8 12:13:47 2025 1090547       2 root     [kworker/0:1-events]
Sun Jun  8 12:15:47 2025 1093774       2 root     [kworker/u32:0-ext4-rsv-conversion]
Sun Jun  8 12:15:48 2025 1093775    5834 aiegoo   /snap/firefox/6259/usr/lib/firefox/firefox
Sun Jun  8 12:15:49 2025 1093954 1093775 aiegoo   /snap/firefox/6259/usr/lib/firefox/crashhelper 1093775 9 /tmp/ 10 12
Sun Jun  8 12:15:50 2025 1094071       2 root     [nvidia-drm/timeline-34]
Sun Jun  8 12:15:50 2025 1094087 1093775 aiegoo   /snap/firefox/6259/usr/lib/firefox/firefox -contentproc -parentBuildID 20250529220913 -prefsHandle 0:34918 -prefMapHandle 1:270953 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {a7c12bf0-2d5d-414a-a6a0-f2433ac7559b} -parentPid 1093775 -crashReporter 5 -crashHelperPid 1093954 -appDir /snap/firefox/6259/usr/lib/firefox/browser 1 socket
Sun Jun  8 12:15:51 2025 1094118 1093775 aiegoo   /snap/firefox/6259/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:34983 -prefMapHandle 1:270953 -jsInitHandle 2:245828 -parentBuildID 20250529220913 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b5fab4bc-cbef-41d5-860e-b1ce0018f211} -parentPid 1093775 -crashReporter 6 -crashHelperPid 1093954 -greomni /snap/firefox/6259/usr/lib/firefox/omni.ja -appomni /snap/firefox/6259/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6259/usr/lib/firefox/browser 2 tab
Sun Jun  8 12:15:51 2025 1094122 1093775 aiegoo   /snap/firefox/6259/usr/lib/firefox/firefox -contentproc -parentBuildID 20250529220913 -prefsHandle 0:34983 -prefMapHandle 1:270953 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {3104c99e-9965-4e74-9704-043e15d259c7} -parentPid 1093775 -crashReporter 5 -crashHelperPid 1093954 -appDir /snap/firefox/6259/usr/lib/firefox/browser 3 rdd
Sun Jun  8 12:15:51 2025 1094160 1093775 aiegoo   /snap/firefox/6259/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:35063 -prefMapHandle 1:270953 -jsInitHandle 2:245828 -parentBuildID 20250529220913 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {45623cf3-ebad-463c-98ab-a16ca7374389} -parentPid 1093775 -crashReporter 6 -crashHelperPid 1093954 -greomni /snap/firefox/6259/usr/lib/firefox/omni.ja -appomni /snap/firefox/6259/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6259/usr/lib/firefox/browser 4 tab
Sun Jun  8 12:15:53 2025 1094368 1093775 aiegoo   /snap/firefox/6259/usr/lib/firefox/firefox -contentproc -parentBuildID 20250529220913 -sandboxingKind 0 -prefsHandle 0:44339 -prefMapHandle 1:270953 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {26fc6404-f816-4ee8-9fb5-0b26f7f80489} -parentPid 1093775 -crashReporter 5 -crashHelperPid 1093954 -appDir /snap/firefox/6259/usr/lib/firefox/browser 5 utility
Sun Jun  8 12:15:53 2025 1094373 1093775 aiegoo   /snap/firefox/6259/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:40403 -prefMapHandle 1:270953 -jsInitHandle 2:245828 -parentBuildID 20250529220913 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {29e5d8ab-b5aa-4a76-804e-5e8054574961} -parentPid 1093775 -crashReporter 6 -crashHelperPid 1093954 -greomni /snap/firefox/6259/usr/lib/firefox/omni.ja -appomni /snap/firefox/6259/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6259/usr/lib/firefox/browser 6 tab
Sun Jun  8 12:16:16 2025 1094926       2 root     [kworker/4:2-events]
Sun Jun  8 12:16:23 2025 1095086       2 root     [kworker/u32:3-flush-8:0]
Sun Jun  8 12:16:35 2025 1095371       2 root     [kworker/3:1-cgroup_destroy]
Sun Jun  8 12:17:30 2025 1096762       2 root     [kworker/1:3-events]
Sun Jun  8 12:17:49 2025 1097228       2 root     [kworker/0:3-cgroup_destroy]
Sun Jun  8 12:18:26 2025 1098070       2 root     [kworker/2:0-cgroup_destroy]
Sun Jun  8 12:19:21 2025 1099096       2 root     [kworker/6:3-cgroup_destroy]
Sun Jun  8 12:19:58 2025 1099754       2 root     [kworker/5:1-events]
Sun Jun  8 12:20:00 2025 1099790       2 root     [kworker/7:2-dio/sda2]
Sun Jun  8 12:20:53 2025 1100781 1093775 aiegoo   /snap/firefox/6259/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:40785 -prefMapHandle 1:270953 -jsInitHandle 2:245828 -parentBuildID 20250529220913 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {00d5503f-b070-4455-b657-ae3996c63391} -parentPid 1093775 -crashReporter 6 -crashHelperPid 1093954 -greomni /snap/firefox/6259/usr/lib/firefox/omni.ja -appomni /snap/firefox/6259/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6259/usr/lib/firefox/browser 10 tab
Sun Jun  8 12:20:54 2025 1100784 1093775 aiegoo   /snap/firefox/6259/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:40785 -prefMapHandle 1:270953 -jsInitHandle 2:245828 -parentBuildID 20250529220913 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {4c7906d2-6999-49cc-a156-b3d6b2154f50} -parentPid 1093775 -crashReporter 6 -crashHelperPid 1093954 -greomni /snap/firefox/6259/usr/lib/firefox/omni.ja -appomni /snap/firefox/6259/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6259/usr/lib/firefox/browser 11 tab
Sun Jun  8 12:20:57 2025 1100876 1093775 aiegoo   /snap/firefox/6259/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:40785 -prefMapHandle 1:270953 -jsInitHandle 2:245828 -parentBuildID 20250529220913 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {48c92315-01cc-4f1d-94be-d658e67d5a8f} -parentPid 1093775 -crashReporter 6 -crashHelperPid 1093954 -greomni /snap/firefox/6259/usr/lib/firefox/omni.ja -appomni /snap/firefox/6259/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/6259/usr/lib/firefox/browser 12 tab
Sun Jun  8 12:21:43 2025 1101677       2 root     [kworker/4:1]
Sun Jun  8 12:23:58 2025 1103815       2 root     [kworker/0:0]
Sun Jun  8 12:23:58 2025 1103816       2 root     [kworker/0:2-events]
Sun Jun  8 12:24:05 2025 1103924       2 root     [kworker/u32:2]
Sun Jun  8 12:24:05 2025 1103925       2 root     [kworker/u32:6-events_unbound]
Sun Jun  8 12:24:16 2025 1104112       2 root     [kworker/1:2-cgroup_destroy]
Sun Jun  8 12:25:02 2025 1104843   17253 aiegoo   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=17242 --enable-crash-reporter=307beb7b-59dc-4b36-acef-171efb125cfb, --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8999 --time-ticks-at-unix-epoch=-1748944113969316 --launch-time-ticks=408989778168 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,14116618413531088006,17051738636148213802,262144 --variations-seed-version=20250602-180031.132000
Sun Jun  8 12:25:29 2025 1105316       2 root     [kworker/7:0-cgroup_destroy]
Sun Jun  8 12:25:49 2025 1105635       2 root     [kworker/6:1-cgroup_destroy]
Sun Jun  8 12:26:26 2025 1106247       2 root     [kworker/7:3-events]
Sun Jun  8 12:26:44 2025 1106540       2 root     [kworker/3:0]
Sun Jun  8 12:27:03 2025 1106833       2 root     [kworker/4:3-cgroup_destroy]
Sun Jun  8 12:27:20 2025 1107121       2 root     [kworker/5:0-events]
Sun Jun  8 12:27:59 2025 1107715 1656461 aiegoo   /snap/chromium/3153/usr/lib/chromium-browser/chrome --type=renderer --crashpad-handler-pid=1656452 --enable-crash-reporter=,snap --extension-process --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=1364 --time-ticks-at-unix-epoch=-1748944113969315 --launch-time-ticks=409166135458 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,17423955168789594170,11283867363934569792,262144 --disable-features=TFLiteLanguageDetectionEnabled --variations-seed-version
Sun Jun  8 12:28:03 2025 1107806 2393564 aiegoo   ps -eo lstart,pid,ppid,user,cmd --sort=start_time
